form	lemma	POS	morph
སྐབས་གསུམ་པ་	སྐབས་གསུམ་པ་	NO_POS
གཉེན་པོ་	གཉེན་པོ་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ར་	ལ་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
འི་	གི་	PART
ཆེད་	ཆེད་	NOUN
ཡོད་པ་	ཡོད་པ་	VERB
ས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
		
རྩ་བ་	རྩ་བ་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
།		PUNCT
སྦྱིན་	སྦྱིན་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
ལ་	ལ་	PART
ང་	ང་	NOUN
འཛིན་	འཛིན་	VERB
མེད་	མེད་	VERB
།།		PUNCT
གཞན་དག་	གཞན་དག་	NO_POS
དེ་	སྟེ་	PART
ལ་	ལ་	PART
སྦྱོར་བྱེད་པ་	སྦྱོར་བྱེད་པ་	NO_POS
།།		PUNCT
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
ཆགས་པ་	ཆགས་པ་	VERB
འི་	གི་	PART
མཐའ་	མཐའ་	NOUN
འགོག་པ་	འགོག་པ་	VERB
ས་	གིས་	PART
།།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
སྦྱིན་པ་	སྦྱིན་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལ་	ལ་	PART
འཁོར་གསུམ་	འཁོར་གསུམ་	NO_POS
དུ་	ལ་	PART
ང་	ང་	PRON
ཡི་	ཡི་	ADP
ར་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
གདུལ་བྱ་	གདུལ་བྱ་	NOUN
གཞན་དག་	གཞན་དག་	NO_POS
དེ་	སྟེ་	PART
ལ་	ལ་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
བྱང་འཕགས་	བྱང་འཕགས་	NO_POS
ཀྱི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
བར་ཆད་	བར་ཆད་	NOUN
མེད་	མེད་	VERB
ལམ་	གམ་	PART
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
སྦྱིན་	སྦྱིན་	VERB
སོགས་	སོགས་	DET
ལ་	ལ་	PART
མཚན་མ་	མཚན་མ་	NOUN
ར་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
སྒྲིབ་པ་	སྒྲིབ་པ་	VERB
ཀུན་བཏགས་	ཀུན་བཏགས་	NOUN
ཀྱི་	གི་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
གནས་ཚུལ་	གནས་ཚུལ་	VERB
ལ་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
ཆགས་པ་	ཆགས་པ་	VERB
འི་	གི་	PART
མཐའ་	མཐའ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
འགོག་པ་	འགོག་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
བར་ཆད་	བར་ཆད་	NOUN
མེད་	མེད་	VERB
ལམ་	གམ་	PART
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
		
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
།		PUNCT
འཁོར་གསུམ་	འཁོར་གསུམ་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
ས་	གིས་	PART
སྦྱིན་པ་	སྦྱིན་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལ་	ལ་	PART
བདག་མེད་པ་	བདག་མེད་པ་	ADJ
ར་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ས་	གིས་	PART
རང་	རང་	PRON
དང་	དང་	NO_POS
གཞན་	གཞན་	DET
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
དང་	དང་	NO_POS
།		PUNCT
ཆགས་པ་	ཆགས་པ་	VERB
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ཀྱི་	གི་	PART
གནས་	གནས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
བཀག་པ་	བཀག་པ་	VERB
ས་	གིས་	PART
བླང་བ་	བླང་བ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
།།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
འཁོར་གསུམ་	འཁོར་གསུམ་	NO_POS
དུ་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
འི་	གི་	PART
ང་	ང་	NOUN
འཛིན་རྣམ་པ་	འཛིན་རྣམ་པ་	NO_POS
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
ས་	གིས་	PART
སྦྱིན་པ་	སྦྱིན་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལ་	ལ་	PART
ཀུན་བཏགས་པ་	ཀུན་བཏགས་པ་	NOUN
འི་	གི་	PART
བདག་མེད་པ་	བདག་མེད་པ་	ADJ
ར་	ལ་	PART
མངོན་སུམ་	མངོན་སུམ་	NOUN
དུ་	ལ་	PART
རང་	རང་	PRON
གིས་	གིས་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
དང་	དང་	NO_POS
དེ་	སྟེ་	PART
ལ་	ལ་	PART
གཞན་	གཞན་	DET
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
བར་ཆད་	བར་ཆད་	NOUN
མེད་	མེད་	VERB
ལམ་	གམ་	PART
ནི་	ནི་	NO_POS
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
མཚན་	མཚན་	NOUN
འཛིན་	འཛིན་	VERB
ཀུན་བཏགས་	ཀུན་བཏགས་	NOUN
ཀྱི་	གི་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
ཡུལ་	ཡུལ་	NOUN
གྱི་	གི་	PART
གནས་ཚུལ་	གནས་ཚུལ་	VERB
ལ་	ལ་	PART
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
དང་	དང་	NO_POS
།		PUNCT
མཚན་	མཚན་	NOUN
འཛིན་	འཛིན་	VERB
ཀུན་བཏགས་	ཀུན་བཏགས་	NOUN
ཀྱི་	གི་	PART
ཆགས་པ་	ཆགས་པ་	VERB
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ཀྱི་	གི་	PART
གནས་	གནས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
བཀག་པ་	བཀག་པ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
བྱང་སེམས་	བྱང་སེམས་	NOUN
ཀྱི་	གི་	PART
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	PART
བླང་བ་	བླང་བ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
བར་ཆད་	བར་ཆད་	NOUN
མེད་	མེད་	VERB
ལམ་	གམ་	PART
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
སྤང་བྱ་	སྤང་བྱ་	NOUN
འབྲས་བུ་	འབྲས་བུ་	NOUN
ལ་	ལ་	PART
མཚན་	མཚན་	NOUN
འཛིན་	འཛིན་	VERB
བཤད་པ་	བཤད་པ་	VERB
ལ་	ལ་	PART
གཉིས་	གཉིས་	NUM
།		PUNCT
དངོ་	དངོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
ནོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ལ་	ལ་	PART
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
གཉིས་	གཉིས་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
		
རྩ་བ་	རྩ་བ་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
།		PUNCT
རྒྱལ་	རྒྱལ་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
ལ་	ལ་	PART
ཆགས་པ་	ཆགས་པ་	VERB
ཕྲ་	ཕྲ་	NOUN
།།		PUNCT
		
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལ་	ལ་	PART
བདེན་	བདེན་	VERB
ཞེན་	ཞེན་	VERB
གྱིས་	གིས་	PART
ཕྱག་	ཕྱག་	NOUN
འཚལ་བ་	འཚལ་བ་	VERB
སོགས་	སོགས་	DET
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
བསོད་ནམས་	བསོད་ནམས་	NOUN
ཀྱི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ཡིན་ཡང་	ཡིན་ཡང་	NO_POS
བྱང་སེམས་	བྱང་སེམས་	NOUN
ལམ་	གམ་	PART
གྱི་	གི་	PART
སྤང་བྱ་	སྤང་བྱ་	NOUN
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
ཆགས་པ་	ཆགས་པ་	VERB
ཕྲ་མོ་	ཕྲ་མོ་	ADJ
འི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཉིད་	ཉིད་	DET
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
		
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལ་	ལ་	PART
ཕྱག་	ཕྱག་	NOUN
འཚལ་བ་	འཚལ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ནི་	ནི་	NO_POS
བསོད་ནམས་	བསོད་ནམས་	NOUN
ཀྱི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ཀྱི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
ཡིན་མོད་	ཡིན་མོད་	NO_POS
ཀྱི་	གི་	PART
།		PUNCT
ཆགས་པ་	ཆགས་པ་	VERB
ཕྲ་མོ་	ཕྲ་མོ་	ADJ
འི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་མ་	དུ་མ་	ADJ
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
།།		PUNCT
བམ་པོ་	བམ་པོ་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
།།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཡུལ་	ཡུལ་	NOUN
ཁྱད་པར་ཅན་	ཁྱད་པར་ཅན་	ADJ
ལ་	ལ་	PART
བདེན་	བདེན་	VERB
ཞེན་	ཞེན་	VERB
གྱི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
ཕྱག་	ཕྱག་	NOUN
འཚལ་བ་	འཚལ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ནི་	ནི་	NO_POS
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
བསོད་ནམས་	བསོད་ནམས་	NOUN
ཀྱི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ཀྱི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
ན་	ལ་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
འི་	གི་	PART
ཁོངས་	ཁོངས་	NOUN
སུ་	ལ་	PART
གཏོགས་པ་	གཏོགས་པ་	VERB
ཡིན་མོད་	ཡིན་མོད་	NO_POS
ཀྱིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
བྱང་སེམས་	བྱང་སེམས་	NOUN
ལམ་	གམ་	PART
གྱི་	གི་	PART
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
གྱིས་	གིས་	PART
སྤང་བ་	སྤང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
དགོས་པ་	དགོས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
ཆགས་པ་	ཆགས་པ་	VERB
ཕྲ་མོ་	ཕྲ་མོ་	ADJ
འི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
འི་	གི་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
གྱིས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
འབའ་ཞིག་	འབའ་ཞིག་	NO_POS
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
ས་	གིས་	PART
སོ་	གོ་	PART
། །		PUNCT
བམ་པོ་	བམ་པོ་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
འདི་	འདི་	DET
ན་	ནས་	PART
འཆད་	འཆད་	VERB
དོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
དེ་	དེ་	DET
འི་	གི་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
ལ་	ལ་	PART
གསུམ་	གསུམ་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
		
མཚམས་	མཚམས་	NOUN
སྦྱར་	སྦྱར་	VERB
		
ནི་	ནི་	NO_POS
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
།		PUNCT
ཡང་	ཀྱང་	PART
ཇི་ལྟ་		
ཆགས་པ་	ཆགས་པ་	VERB
ཕྲ་མོ་	ཕྲ་མོ་	ADJ
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
ཡིན་	ཡིན་	NO_POS
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
ཡང་	ཀྱང་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
ཇི་ལྟ་		
ན་	ལ་	PART
ཆགས་པ་	ཆགས་པ་	VERB
ཕྲ་མོ་	ཕྲ་མོ་	ADJ
དེ་	སྟེ་	PART
བྱང་སེམས་	བྱང་སེམས་	NOUN
ལམ་	གམ་	PART
གྱི་	གི་	PART
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
ཡིན་	ཡིན་	NO_POS
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
		
རྩ་བ་	རྩ་བ་	NOUN
